#,Gold,Prediction,Correct,PromptLength
1044,aaron,aaron,1,912
1045,injury,injury,1,950
1046,library,library,1,1097
1047,mai,mai,1,998
1048,luke,luke,1,912
1049,lights,lights,1,925
1050,alcander,lystus,0,990
1051,lame,abigdeal,0,858
1052,doom,thedoom,0,1131
1053,robert,robert,1,886
1054,sal,fine,0,840
1055,anna,anna,1,917
1056,petr,petr,1,1047
1057,seth,aliah,0,1023
1058,late,late,1,980
1059,madison,madison,1,876
1060,signing,signing,1,912
1061,dock,dock,1,916
1062,marge,marge,1,1030
1063,palace,palace,1,1061
1064,wand,wand,1,965
1065,howard,howard,1,1011
1066,box,box,1,958
1067,mike,mike,1,867
1068,snake,snake,1,1129
1069,crying,crying,1,1006
1070,succeeded,succeeded,1,1030
1071,luke,luke,1,874
1072,habala,habala,1,843
1073,greg,greg,1,983
1074,yours,his,0,935
1075,legate,legate,1,983
1076,gift,gift,1,899
1077,wrench,wrench,1,971
1078,gadreel,gadreel,1,869
1079,sarah,sarah,1,921
1080,mike,mike,1,990
1081,camera,camera,1,966
1082,mike,mike,1,979
1083,ireland,ireland,1,897
1084,antony,antony,1,998
1085,herald,herald,1,1024
1086,carson,carson,1,841
1087,glass,transparent,0,1129
1088,steve,steve,1,856
1089,bird,bird,1,989
1090,reverence,reverence,1,953
1091,palace,palace,1,835
1092,confidential,conf,0,876
1093,jet,jet,1,1184
1094,emily,emily,1,901
1095,jessica,jessica,1,902
1096,railing,railing,1,1017
1097,voice,voice,1,1036
1098,jennifer,jennifer,1,1083
1099,private,private,1,1044
1100,relevant,relevant,1,900
1101,huntington,huntington,1,889
1102,ties,ties,1,880
1103,flights,flights,1,852
1104,ana,ana,1,915
1105,holo,v,0,869
1106,simmons,callahan,0,933
1107,tabitha,simi,0,934
1108,toryn,toryn,1,909
1109,jude,jude,1,890
1110,surf,surf,1,959
1111,chapel,chapel,1,990
1112,robe,robe,1,1055
1113,gralso,gralso,1,997
1114,collar,collar,1,930
1115,tessa,tessa,1,923
1116,catalog,catalog,1,954
1117,clint,his,0,890
1118,alicia,alicia,1,1052
1119,jawen,jawen,1,880
1120,ananda,ananda,1,1039
1121,grandparents,grandparents,1,1162
1122,stone,stone,1,1035
1123,ring,ring,1,1098
1124,recipe,recipe,1,947
1125,cameras,cameras,1,1084
1126,angel,angel,1,988
1127,eat,feed,0,876
1128,boat,boat,1,1043
1129,fridge,fridge,1,982
1130,shop,shop,1,988
1131,states,us,0,1012
1132,jail,prison,0,939
1133,kate,kate,1,967
1134,jesse,jesse,1,1095
1135,sigurd,sigurd,1,945
1136,laura,laura,1,937
1137,dog,dog,1,1048
1138,morning,morning,1,1218
1139,coffee,coffee,1,947
1140,sheet,sheet,1,990
1141,rocket,ship,0,1030
1142,folder,folder,1,985
1143,guard,guard,1,951
1144,reservation,reservation,1,1011
1145,queen,queen,1,994
1146,duke,duke,1,1051
1147,goon,goons,0,850
1148,sticker,sticker,1,1093
1149,queen,queen,1,964
1150,roth,ruth,0,1063
1151,telepaths,telepaths,1,958
1152,jai,jai,1,1051
1153,whistle,open,0,1034
1154,fish,want,0,1004
1155,genevieve,genevieve,1,882
1156,diamonds,edge,0,1051
1157,sergio,maria,0,969
1158,luca,isabella,0,972
1159,john,john,1,899
1160,order,order,1,1073
1161,glass,glass,1,1100
1162,perry,perry,1,938
1163,ivy,ivy,1,917
1164,foster,foster,1,945
1165,tools,tools,1,881
1166,soft,soft,1,973
1167,coach,coach,1,1106
1168,selenah,selenah,1,918
1169,jennifer,jennifer,1,934
1170,tuki,,0,979
1171,available,available,1,1041
1172,reid,peter,0,903
1173,zane,annie,0,850
1174,mel,mel,1,933
1175,bella,you,0,1023
1176,kiss,kiss,1,993
1177,scott,scott,1,1058
1178,territory,house,0,1204
1179,crater,crater,1,960
1180,receptionist,receptionist,1,1089
1181,jina,jina,1,941
1182,alec,alec,1,882
1183,caverns,caverns,1,1060
1184,rebecca,rebecca,1,906
1185,sophie,sophie,1,954
1186,josh,josh,1,1048
1187,nicole,brian,0,932
1188,georgia,georgia,1,821
1189,jina,jina,1,1038
1190,redding,redding,1,884
1191,harlin,harlin,1,922
1192,leaving,perfect,0,1075
1193,instead,hardy,0,927
1194,agree,give,0,1002
1195,quinn,julian,0,954
1196,antonio,antonio,1,892
1197,doroga,doroga,1,923
1198,russia,motherrussia,0,902
1199,paid,paid,1,980
1200,whip,buggy,0,978
1201,nic,flowers,0,978
1202,female,female,1,887
1203,wayne,wayne,1,945
1204,beau,beau,1,979
1205,sofia,sofia,1,978
1206,mugger,mugger,1,1004
1207,message,message,1,911
1208,garion,garion,1,888
1209,language,language,1,1029
1210,whistle,whistle,1,1072
1211,gracie,gracie,1,993
1212,rachel,rachel,1,1020
1213,mike,his,0,905
1214,hospital,hospital,1,1002
1215,catching,dirty,0,943
1216,talisman,talisman,1,935
1217,army,enemy,0,1125
1218,ares,ares,1,973
1219,clearing,clearing,1,999
1220,brandon,brandon,1,1007
1221,signal,signal,1,1027
1222,cellar,cellar,1,940
1223,gabriel,gabriel,1,871
1224,casinos,casinos,1,981
1225,dress,grass,0,924
1226,seth,seth,1,872
1227,lystus,alcander,0,915
1228,tested,tested,1,987
1229,kensington,kensington,1,899
1230,comrades,comrades,1,907
1231,charles,melissa,0,851
1232,addy,tweedled,0,1010
1233,isabelle,isabelle,1,901
1234,symbol,symbol,1,888
1235,dana,dana,1,857
1236,derrick,derrick,1,1111
1237,stubborn,stubborn,1,959
1238,pawns,pawns,1,1108
1239,stephanie,holly,0,894
1240,understand,understand,1,969
1241,tent,tent,1,1003
1242,ewan,ewan,1,941
1243,vase,vase,1,1076
1244,bed,different,0,966
1245,disappear,leave,0,915
1246,jakob,jakob,1,979
1247,raphael,raphael,1,887
1248,rachel,rachel,1,1009
1249,trucks,trucks,1,1062
1250,olivia,olivia,1,1224
1251,elise,elise,1,871
1252,dusty,stan,0,926
1253,then,dirt,0,946
1254,snakes,snakes,1,1080
1255,fredrik,fredrik,1,981
1256,mall,mall,1,977
1257,stupid,st,0,934
1258,ring,ring,1,980
1259,metal,metal,1,1207
1260,diane,diane,1,890
1261,catacombs,catacombs,1,1002
1262,wax,stone,0,990
1263,glen,forest,0,1632
1264,boat,boat,1,1083
1265,robot,robot,1,1084
1266,mckenzie,ana,0,954
1267,helen,helen,1,893
1268,colleague,colleague,1,1074
1269,lena,lena,1,965
1270,principle,potterley,0,970
1271,baby,baby,1,1064
1272,studio,studio,1,933
1273,busy,busy,1,973
1274,shingle,shingle,1,841
1275,sword,sword,1,916
1276,toys,toys,1,966
1277,jay,jay,1,907
1278,eddie,eddie,1,870
1279,booth,booth,1,1023
1280,chaiko,dawn,0,1012
1281,real,real,1,1098
1282,casey,casey,1,1013
1283,mantra,mantra,1,947
1284,residents,residents,1,1021
1285,dumpster,dumpster,1,1007
1286,gregori,angus,0,901
1287,spirits,spirits,1,1099
1288,roman,roman,1,931
1289,towel,towel,1,1003
1290,scissors,emotions,0,1022
1291,scuttle,scuttle,1,1093
1292,kane,kane,1,904
1293,fountain,fountain,1,1100
1294,current,current,1,986
1295,katrina,katrina,1,1000
1296,melissa,melissa,1,1004
1297,duke,duke,1,990
1298,axe,axe,1,963
1299,joy,joy,1,989
1300,attorney,lawyer,0,944
1301,grandmother,grandmother,1,1022
1302,eliza,eliza,1,1047
1303,renegade,renegade,1,981
1304,married,married,1,948
1305,earl,earl,1,1230
1306,position,position,1,885
1307,candy,they,0,1026
1308,joe,joe,1,872
1309,for,happened,0,919
1310,raven,raven,1,1189
1311,kiro,kiro,1,978
1312,cleveland,cleveland,1,1380
1313,hugo,hugo,1,921
1314,trey,trey,1,1057
1315,collector,collector,1,922
1316,marius,marius,1,947
1317,cure,cure,1,834
1318,translators,translators,1,929
1319,mike,mike,1,934
1320,staying,not,0,958
1321,peace,peace,1,943
1322,dominic,dominic,1,912
1323,rachel,rachel,1,955
1324,chef,chef,1,961
1325,violent,violent,1,960
1326,secret,consequences,0,991
1327,abby,abby,1,975
1328,dad,dad,1,911
1329,palace,palace,1,1138
1330,van,van,1,1245
1331,tent,tent,1,881
1332,angelique,her,0,917
1333,criminal,threat,0,947
1334,connor,her,0,1036
1335,dara,dara,1,1025
1336,selena,selena,1,942
1337,mum,mother,0,900
1338,island,island,1,1026
1339,magic,magic,1,1002
1340,positive,positive,1,923
1341,colt,colt,1,897
1342,niece,niece,1,998
1343,ethan,thehighcouncil,0,1070
1344,valentine,valentine,1,1018
1345,ares,ripred,0,976
1346,school,me,0,935
1347,grill,grill,1,984
1348,warrant,warrant,1,1067
1349,news,strange,0,911
1350,cab,meantime,0,949
1351,bob,bob,1,1021
1352,letter,cross,0,1006
1353,though,somewhere,0,1084
1354,alek,alek,1,961
1355,darin,darin,1,967
1356,mareth,mareth,1,913
1357,king,king,1,951
1358,burnt,burnt,1,938
1359,talented,talented,1,916
1360,governess,governess,1,1062
1361,frog,turtle,0,956
1362,jaimie,jaimie,1,924
1363,vaccine,cure,0,991
1364,hospice,hospice,1,973
1365,twitchtip,twitchtip,1,956
1366,vlod,vlod,1,940
1367,carriage,carriage,1,903
1368,ranches,ranches,1,1036
1369,quickly,jaime,0,930
1370,therapist,therapist,1,962
1371,sanctuary,room,0,1000
1372,curtains,curtains,1,938
1373,ivy,ivy,1,942
1374,elizabeth,elizabeth,1,1091
1375,jack,jack,1,1240
1376,nic,nic,1,899
1377,teaching,teaching,1,953
1378,zoe,zoe,1,981
1379,hansum,hansum,1,930
1380,circle,circle,1,960
1381,pier,beach,0,1037
1382,letter,envelope,0,1041
1383,monsters,monsters,1,940
1384,jane,jane,1,969
1385,doug,doug,1,936
1386,monkey,monkey,1,1006
1387,singing,singing,1,881
1388,job,job,1,956
1389,bar,bar,1,1024
1390,full,full,1,1026
1391,lia,lia,1,899
1392,bite,attack,0,1068
1393,chance,chance,1,938
1394,siri,i,0,920
1395,kendra,sabrina,0,984
1396,selena,selena,1,940
1397,miles,miles,1,855
1398,pack,pack,1,978
1399,sam,sam,1,890
1400,profits,customers,0,896
1401,borneo,borneo,1,994
1402,keith,keith,1,963
1403,vasquez,vasquez,1,1057
1404,theft,theft,1,820
1405,victor,her,0,1047
1406,senator,senator,1,905
1407,pluggo,pluggo,1,976
1408,men,male,0,992
1409,dogs,dangers,0,1084
1410,booth,booth,1,1111
1411,food,food,1,1029
1412,wolf,wolf,1,1025
1413,words,words,1,1015
1414,dean,dean,1,963
1415,kurt,josh,0,835
1416,germs,mascara,0,1027
1417,tessa,justin,0,1052
1418,fog,fog,1,863
1419,atmosphere,atmosphere,1,1126
1420,stream,water,0,866
1421,midland,midland,1,945
1422,cell,facility,0,937
1423,kate,kate,1,1056
1424,calculator,calculator,1,1087
1425,juan,her,0,988
1426,gill,steve,0,871
1427,tom,tom,1,900
1428,dea,dea,1,1052
1429,star,star,1,967
1430,major,major,1,968
1431,lesley,cynthia,0,871
1432,nick,nick,1,864
1433,brandon,brandon,1,978
1434,goblet,tent,0,958
1435,nika,angus,0,943
1436,dave,jordan,0,893
1437,dominion,enemy,0,968
1438,anymore,anymore,1,1118
1439,lizzie,lizzie,1,918
1440,morgan,morgan,1,1074
1441,betty,betty,1,991
1442,maid,maid,1,946
1443,pig,pig,1,969
1444,letter,letter,1,990
1445,daemon,daemon,1,860
1446,tub,hands,0,1046
1447,teria,teria,1,988
1448,node,node,1,1037
1449,solovet,solovet,1,970
1450,base,lab,0,1012
1451,seth,seth,1,912
1452,moses,moses,1,935
1453,careful,expecting,0,1038
1454,spike,spike,1,921
1455,eloisa,eloisa,1,870
1456,religion,religion,1,900
1457,ananda,an,0,958
1458,tori,tori,1,896
1459,okay,okay,1,1019
1460,band,band,1,1014
1461,surgery,surgery,1,842
1462,booked,booked,1,917
1463,copy,copy,1,1043
1464,napping,napping,1,850
1465,louie,inthe,0,878
1466,jina,jina,1,866
1467,chips,chip,0,978
1468,gisbo,scarrr,0,1015
1469,barbecue,barbecue,1,895
1470,turtles,turtles,1,936
1471,chinese,he,0,897
1472,kissing,talking,0,937
1473,derrik,derrik,1,952
1474,miller,jones,0,868
1475,sally,sally,1,866
1476,rocker,rocker,1,902
1477,change,problem,0,1041
1478,impressed,impressed,1,1010
1479,miss,misstickle,0,834
1480,solharn,solharn,1,946
1481,zhang,zhang,1,942
1482,cross,cross,1,1065
1483,athens,athens,1,1107
1484,cave,cave,1,969
1485,exhausted,asleep,0,1061
1486,august,august,1,991
1487,buried,buried,1,907
1488,shuttles,shuttles,1,996
1489,stage,stage,1,1216
1490,riley,nashy,0,960
1491,emilia,emilia,1,1042
1492,donuts,donuts,1,887
1493,walking,walking,1,1053
1494,trap,trap,1,987
1495,red,red,1,1013
1496,jury,jury,1,942
1497,cordelia,cordelia,1,1071
1498,lisa,lisa,1,1123
1499,marty,marty,1,943
1500,ruth,ruth,1,1010
1501,listen,listen,1,860
1502,miranda,shirley,0,894
1503,hole,distance,0,1072
1504,rink,rink,1,1036
1505,cider,hot,0,1118
1506,governess,governess,1,1031
1507,coach,coach,1,1182
1508,lucky,lucky,1,1001
1509,ella,ella,1,961
1510,jay,jay,1,873
1511,chair,chair,1,984
1512,shelby,shelby,1,935
1513,humor,jokes,0,1035
1514,niles,niles,1,1063
1515,joey,joey,1,998
1516,flannery,gabriel,0,901
1517,bryn,bryn,1,923
1518,vikus,vikus,1,1065
1519,zoe,zoe,1,1057
1520,nerves,fear,0,960
1521,mine,mine,1,922
1522,nicholas,nicholas,1,917
1523,ford,ford,1,850
1524,fight,fight,1,970
1525,insect,insect,1,866
1526,torr,torr,1,946
1527,jai,jai,1,910
1528,upstairs,upstairs,1,1010
1529,graham,rach,0,987
1530,privilege,treat,0,833
1531,lucas,lucas,1,1019
1532,ben,ben,1,901
1533,darius,darius,1,935
1534,bear,bear,1,974
1535,hole,darkness,0,949
1536,stage,stage,1,1007
1537,lilly,lilly,1,906
1538,paintings,painting,0,1060
1539,rook,rook,1,1057
1540,eric,eric,1,902
1541,adopted,daniel,0,918
1542,branch,them,0,896
1543,done,done,1,983
1544,tome,tome,1,841
1545,elinor,elinor,1,910
1546,spontaneous,spontaneous,1,914
1547,shrink,therapist,0,925
1548,animals,animals,1,1129
1549,secretary,secretary,1,1092
1550,smith,face,0,989
1551,james,kyle,0,898
1552,sovant,sovant,1,931
1553,challenge,challenge,1,1015
1554,ellie,mom,0,1039
1555,eloisa,eloisa,1,989
1556,thor,thor,1,888
1557,beth,luke,0,1046
1558,claire,jez,0,894
1559,lauren,liam,0,970
1560,dork,dork,1,987
1561,lovers,dating,0,927
1562,rv,rv,1,1000
1563,art,art,1,941
1564,joseph,joseph,1,942
1565,paper,ink,0,1140
1566,adrian,adrian,1,938
1567,deals,deals,1,908
1568,dog,dog,1,960
1569,sydney,sydney,1,902
1570,barack,barack,1,959
1571,evans,evans,1,978
1572,candice,candice,1,903
1573,nicholas,nicholas,1,956
1574,walter,walter,1,896
1575,goodspeed,goodspeed,1,829
1576,vo,vo,1,993
1577,vikus,vikus,1,1084
1578,jane,jane,1,961
1579,dani,dani,1,976
1580,sofia,sofia,1,1011
1581,crystal,strider,0,998
1582,ruth,ruth,1,1126
1583,patrick,patrick,1,1029
1584,ordering,ordering,1,1051
1585,underwater,underwater,1,1065
1586,carley,carley,1,868
1587,eggs,eggs,1,1054
1588,serena,come,0,1080
1589,violins,violins,1,999
1590,jessi,jessi,1,994
1591,platform,platform,1,1022
1592,switch,switch,1,942
1593,hid,p,0,957
1594,conor,conor,1,1023
1595,funded,funded,1,959
1596,boy,end,0,1000
1597,lauren,lauren,1,866
1598,holt,holt,1,909
1599,tares,tares,1,1134
1600,ring,ring,1,1081
1601,engines,engines,1,1005
1602,archie,archie,1,987
1603,performance,performance,1,943
1604,plain,not,0,927
1605,manners,mediocre,0,968
1606,matilda,jia,0,1009
1607,teaching,teaching,1,961
1608,log,log,1,1082
1609,jones,lara,0,960
1610,adam,adam,1,1031
1611,jimmy,wasn't,0,853
1612,switch,switch,1,1001
1613,dungeon,dungeon,1,946
1614,working,working,1,904
1615,solovet,lapblood,0,926
1616,anna,anna,1,950
1617,tina,tina,1,945
1618,ari,azazil,0,952
1619,elise,elise,1,1081
1620,hardy,hardy,1,893
1621,traveler,traveler,1,928
1622,psychic,psychic,1,1035
1623,smoke,smoke,1,1012
1624,owen,owen,1,926
1625,wren,wren,1,927
1626,charlotte,charlotte,1,910
1627,scott,scott,1,1003
1628,julian,julian,1,1026
1629,fin,ryan,0,904
1630,yesterday,eight,0,874
1631,ocean,ocean,1,1004
1632,lift,lift,1,1038
1633,gabriel,gabriel,1,1011
1634,relaxed,relaxed,1,1100
1635,alyssa,thetruck,0,1049
1636,cable,cable,1,1007
1637,brandon,brandon,1,962
1638,deliberating,deliberating,1,930
1639,twitchtip,twitchtip,1,848
1640,vasquez,vasquez,1,1016
1641,splinters,debris,0,1030
1642,hunk,hunk,1,960
1643,name,man,0,997
1644,roland,roland,1,946
1645,charles,charles,1,896
1646,exercise,exercise,1,979
1647,bottle,bottle,1,966
1648,shirley,shirley,1,1027
1649,principal,principal,1,1095
1650,big,f,0,924
1651,arielle,elkin,0,913
1652,crystal,crystal,1,866
1653,stepfather,family,0,967
1654,tooth,tooth,1,966
1655,kiss,music,0,1022
1656,mamma,eliza,0,870
1657,fund,account,0,1058
1658,sink,sink,1,1013
1659,julia,billy,0,983
1660,investigation,investigation,1,900
1661,talent,talent,1,1070
1662,apothecary,apothec,0,997
1663,fenris,fenris,1,1034
1664,jinny,jinny,1,956
1665,eggs,eggs,1,1017
1666,evil,good,0,1018
1667,werewolves,werewolves,1,1153
1668,bruce,mcdou,0,1012
1669,duke,duke,1,877
1670,sophia,sophia,1,935
1671,ananda,ananda,1,865
1672,isle,isle,1,938
1673,found,found,1,993
1674,box,box,1,1049
1675,mona,mona,1,929
1676,legate,him,0,934
1677,gates,entrance,0,967
1678,wings,wings,1,923
1679,numbers,abyss,0,1109
1680,myself,michelle,0,1069
1681,raft,raft,1,1007
1682,strong,not,0,870
1683,bite,bite,1,997
1684,betrayal,betrayal,1,1058
1685,bowl,bowl,1,974
1686,nervous,hungry,0,1070
1687,exaggerate,exaggerate,1,875
1688,warehouse,warehouse,1,1005
1689,sarah,sarah,1,1074
1690,basil,basil,1,930
1691,clean,clean,1,873
1692,rude,rude,1,897
1693,riddles,life,0,888
1694,clocks,clocks,1,956
1695,jackie,jackie,1,930
1696,divorce,divorce,1,941
1697,katrina,katrina,1,1263
1698,hippo,hippo,1,976
1699,cook,cook,1,909
1700,story,story,1,963
1701,annie,annie,1,1017
1702,genius,genius,1,1043
1703,silas,silas,1,916
1704,ink,ink,1,955
1705,lab,lab,1,921
1706,jacob,kaya,0,878
1707,lystus,lystus,1,1140
1708,banshee,becca,0,849
1709,renee,renee,1,1068
1710,medic,healer,0,1056
1711,rand,rand,1,933
1712,already,already,1,991
1713,leonardo,leonardo,1,942
1714,jacob,jacob,1,863
1715,dancing,dancing,1,1039
1716,kimber,kimber,1,865
1717,button,button,1,996
1718,fight,fight,1,1035
1719,dex,admiral,0,892
1720,ball,ball,1,1048
1721,reindeer,reindeer,1,1105
1722,beth,karen,0,853
1723,johns,johns,1,954
1724,widow,widow,1,906
1725,wo,wo,1,894
1726,chloe,chloe,1,884
1727,normal,normal,1,1137
1728,tyler,hardy,0,990
1729,things,it,0,1063
1730,wait,accept,0,1074
1731,universe,universe,1,1034
1732,penetrate,penetrate,1,1114
1733,colton,dormer,0,894
1734,derek,derek,1,994
1735,roll,roll,1,945
1736,momma,love,0,1032
1737,brochure,brochure,1,946
1738,adie,goldie,0,928
1739,chen,chen,1,920
1740,shelf,shelf,1,1103
1741,creature,stalker,0,1088
1742,addy,fate,0,1053
1743,satellite,satellite,1,973
1744,ben,thatyou,0,1064
1745,clinic,clinic,1,1055
1746,gibbs,sergeantgibbs,0,842
1747,changing,changing,1,896
1748,painting,painting,1,993
1749,elizabeth,elizabeth,1,882
1750,hamnet,hamnet,1,1115
1751,dominique,hunter,0,1007
1752,past,past,1,890
1753,referee,referee,1,1055
1754,andrew,andrew,1,917
1755,solace,peace,0,938
1756,teria,teria,1,955
1757,drill,drill,1,895
1758,tess,tess,1,998
1759,scowl,defiance,0,959
1760,suzan,suzan,1,1112
1761,tattoo,tattoo,1,909
1762,plank,plank,1,1037
1763,ember,ember,1,957
1764,cisco,cisco,1,955
1765,bar,bar,1,938
1766,statue,statue,1,1098
1767,bride,bride,1,927
1768,airi,us,0,1162
1769,peter,simmons,0,963
1770,logan,logan,1,861
1771,ferry,continent,0,1011
1772,lizzie,lizzie,1,1024
1773,remarried,remarried,1,1051
1774,eyes,eyes,1,989
1775,scars,pain,0,1113
1776,melinda,poppy,0,1146
1777,airlock,airlock,1,965
1778,brian,brian,1,919
1779,gear,gear,1,1001
1780,lighthouse,lighthouse,1,1093
1781,morgen,morgen,1,1177
1782,swim,swim,1,886
1783,hardy,hardy,1,911
1784,towers,towers,1,986
1785,pinned,pinned,1,894
1786,kacey,kacey,1,886
1787,terror,fear,0,1086
1788,books,books,1,1182
1789,adair,adair,1,871
1790,text,text,1,834
1791,tablet,tablet,1,968
1792,vasquez,vasquez,1,926
1793,corey,and,0,900
1794,vlod,dale,0,961
1795,lia,lia,1,1027
1796,manager,owner,0,987
1797,mantra,mantra,1,1048
1798,bliffil,bliffil,1,935
1799,tank,tank,1,925
1800,wings,wings,1,1032
1801,mom,mom,1,949
1802,scout,scout,1,951
1803,belgarath,garion,0,912
1804,maximilian,maximilian,1,948
1805,yours,right,0,885
1806,clearing,clearing,1,1097
1807,plan,plans,0,932
1808,wheel,wheel,1,1017
1809,gloria,gloria,1,970
1810,elise,elise,1,1065
1811,rome,rome,1,891
1812,ignore,ignore,1,874
1813,cain,cain,1,879
1814,cassie,cassie,1,960
1815,dead,dead,1,1173
1816,shane,shane,1,1052
1817,washington,washington,1,927
1818,magazine,magazine,1,1010
1819,vera,vera,1,910
1820,tom,tom,1,866
1821,shower,shower,1,1006
1822,daisy,alden,0,899
1823,audrey,audrey,1,981
1824,foretold,foretold,1,1044
1825,cub,child,0,1034
1826,barrels,barrels,1,1001
1827,blue,blue,1,1077
1828,patient,patient,1,898
1829,megan,megan,1,1014
1830,shore,water,0,1083
1831,uncle,uncle,1,1063
1832,robots,robots,1,1002
1833,then,then,1,1031
1834,amanda,amanda,1,942
1835,alice,alice,1,1082
1836,vince,vince,1,979
1837,anna,anna,1,1029
1838,lilly,lilly,1,877
1839,shiloh,him,0,980
1840,thumb,hand,0,956
1841,food,food,1,977
1842,prince,prince,1,1205
1843,dad,dad,1,1117
1844,react,react,1,857
1845,joshua,joshua,1,1248
1846,skates,ourskates,0,996
1847,moths,moths,1,928
1848,deaf,deaf,1,949
1849,sorcerers,sorcerers,1,1190
1850,bryce,bryce,1,1075
1851,emily,emily,1,935
1852,haunted,haunted,1,1038
1853,paul,paul,1,912
1854,special,special,1,922
1855,shadows,darkness,0,1067
1856,fire,her,0,910
1857,ashley,ashley,1,921
1858,katja,katja,1,909
1859,custom,marriage,0,976
1860,dog,dog,1,924
1861,bobby,,0,1087
1862,connection,connection,1,1191
1863,awake,asleep,0,1098
1864,slipper,slipper,1,975
1865,holiday,holiday,1,1132
1866,raina,raina,1,898
1867,relief,relief,1,1002
1868,dome,dome,1,998
1869,derek,derek,1,1017
1870,dizzy,dizzy,1,971
1871,jess,jess,1,902
1872,bad,bad,1,1009
1873,joseph,joseph,1,1039
1874,ana,ana,1,973
1875,monica,monica,1,907
1876,shane,were,0,855
1877,cole,cole,1,1123
1878,professor,professor,1,1031
1879,coven,coven,1,1007
1880,gilbert,gilbert,1,859
1881,abigail,abe,0,1067
1882,work,work,1,924
1883,fix,do,0,940
1884,doug,doug,1,1076
1885,hunter,hunter,1,989
1886,melanie,melanie,1,953
1887,trophy,trophy,1,910
1888,jacob,jacob,1,952
1889,worshipped,worshipped,1,933
1890,andrew,andrew,1,917
1891,brandy,brandy,1,1061
1892,customers,customers,1,1072
1893,sorry,sorry,1,890
1894,matilda,lipeng,0,1003
1895,upstairs,inside,0,1066
1896,william,william,1,884
1897,wolf,wolf,1,966
1898,father,father,1,896
1899,spiders,spiders,1,1019
1900,chili,chili,1,1001
1901,ted,ted,1,942
1902,cutter,cutter,1,921
1903,mortal,immortal,0,976
1904,mantra,him,0,988
1905,paramedic,paramedic,1,1024
1906,helicopter,helicopter,1,974
1907,mandy,dizzie,0,910
1908,frosting,frosting,1,1000
1909,jack,jack,1,954
1910,movie,movie,1,1029
1911,eliza,eliza,1,880
1912,kane,kane,1,939
1913,anna,anna,1,918
1914,flashlight,flashlight,1,1015
1915,christian,detchristian,0,939
1916,jeep,driveway,0,933
1917,damen,damen,1,897
1918,andy,andy,1,981
1919,them,them,1,869
1920,dreaming,safe,0,939
1921,frank,frank,1,1017
1922,teria,lystus,0,915
1923,beautiful,beautiful,1,1084
1924,risk,risk,1,832
1925,stansbury,stansbury,1,983
1926,net,much,0,945
1927,ares,ares,1,1018
1928,malcolm,malcolm,1,926
1929,darius,him,0,943
1930,council,council,1,988
1931,bunk,bunk,1,920
1932,kiss,kiss,1,1143
1933,rosalind,rosalind,1,924
1934,blake,blake,1,995
1935,holmes,she,0,1015
1936,karen,karen,1,937
1937,blue,blue,1,1014
1938,mouse,mouse,1,940
1939,rachel,rachel,1,941
1940,bill,bill,1,976
1941,box,box,1,1087
1942,bob,bob,1,1036
1943,dee,arriane,0,1032
1944,graham,graham,1,972
1945,confusing,confusing,1,1023
1946,olivia,olivia,1,1154
1947,herself,herself,1,1011
1948,agnes,agnes,1,926
1949,earl,earl,1,1007
1950,monitor,screen,0,984
1951,pip,pip,1,1068
1952,katrina,sophie,0,961
1953,eliza,zuzana,0,1099
1954,decker,decker,1,936
1955,apartment,apartment,1,1042
1956,lightest,lightest,1,1252
1957,impressed,impressed,1,1233
1958,ella,me,0,1142
1959,injured,hurt,0,885
1960,erin,erin,1,881
1961,jay,jay,1,979
1962,doll,doll,1,904
1963,howard,howard,1,968
1964,mariuss,mariuss,1,947
1965,pet,pet,1,991
1966,eloisa,eloisa,1,897
1967,ares,ares,1,1026
1968,dean,harlin,0,1023
1969,season,season,1,1038
1970,carriage,carriage,1,1031
1971,wards,wards,1,1098
1972,nike,lapblood,0,933
1973,gavin,alex,0,971
1974,haven,haven,1,1088
1975,competition,competition,1,945
1976,mugger,mugger,1,959
1977,dwight,dwight,1,1010
1978,anne,anne,1,1003
1979,both,wrong,0,971
1980,coach,coach,1,1121
1981,prentice,prentice,1,1047
1982,hank,hank,1,904
1983,jean,jean,1,871
1984,frank,frank,1,887
1985,purse,purse,1,1016
1986,sandy,sandy,1,1063
1987,horace,horace,1,876
1988,vo,vo,1,865
1989,isabelle,isabelle,1,1042
1990,question,question,1,936
1991,celia,celia,1,1010
1992,theo,theo,1,970
1993,airlock,transport,0,1100
1994,letter,letter,1,873
1995,blake,blake,1,863
1996,skate,skate,1,978
1997,marcel,marcel,1,920
1998,roke,roke,1,956
1999,alice,alice,1,991
2000,nick,jenna,0,909
2001,martha,her,0,956
2002,gabriel,gabriel,1,906
2003,healed,healed,1,1032
2004,community,community,1,1085
2005,sidekick,sidekick,1,934
2006,robot,robot,1,1072
2007,sweatshirt,sweatshirt,1,920
2008,aidan,apply,0,892
2009,won,survived,0,909
2010,cassie,vaughn,0,868
2011,anyway,understand,0,1015
2012,ana,ana,1,879
2013,bullhorn,bullhorn,1,864
2014,coward,coward,1,949
2015,jacuzzi,jacuzzi,1,972
2016,gracie,thehouse,0,938
2017,ambulance,operatingroom,0,979
2018,increased,population,0,1062
2019,ground,ground,1,963
2020,carriage,carriage,1,951
2021,stacie,yadira,0,875
2022,jessie,cottages,0,900
2023,bean,bean,1,840
2024,stall,stall,1,963
