#,Gold,Prediction,Correct,PromptLength
997,thoughts,thought,0,5607
998,cook,cook,1,6210
999,susan,susan,1,5364
1000,things,baer,0,5375
1001,mutant,mutant,1,5658
1002,hank,hank,1,5865
1003,colby,colby,1,6192
1004,dizzy,dizzy,1,5248
1005,jared,jared,1,5313
1006,cornelia,cornelia,1,5798
1007,board,board,1,5533
1008,disposable,disposable,1,6299
1009,leverage,leverage,1,5381
1010,screen,screen,1,5624
1011,andre,andre,1,5340
1012,gillian,lucy,0,6353
1013,arrow,arrow,1,5557
1014,avery,avery,1,5615
1015,guilt,guilt,1,5416
1016,lamb,girl,0,5656
1017,free,free,1,5599
1018,light,light,1,5355
1019,cassie,cassie,1,5512
1020,george,george,1,5562
1021,glow,let,0,5519
1022,figures,figures,1,6511
1023,chore,chore,1,5405
1024,quartz,quartz,1,5557
1025,vanora,vanora,1,5515
1026,terrible,terrible,1,5978
1027,dylan,kaitlin,0,5414
1028,simmons,simmons,1,5295
1029,lady,lady,1,5623
1030,gutter,gutter,1,5790
1031,pushover,longer,0,6288
1032,boat,boat,1,5511
1033,horses,horses,1,5522
1034,isaac,isaac,1,5596
1035,boring,boring,1,5508
1036,animals,lions,0,5802
1037,mask,money,0,5594
1038,owl,owl,1,5536
1039,purse,purse,1,5654
1040,bowl,bowl,1,5555
1041,mikhail,lucian,0,5795
1042,honey,honey,1,5496
1043,celebration,phenomenon,0,5886
1044,aaron,aaron,1,5399
1045,injury,wound,0,5530
1046,library,library,1,6376
1047,mai,mai,1,5435
1048,luke,luke,1,5378
1049,lights,lights,1,5634
1050,alcander,lystus,0,5481
1051,lame,lame,1,5185
1052,doom,the,0,6159
1053,robert,robert,1,5528
1054,sal,sal,1,5320
1055,anna,anna,1,5405
1056,petr,petr,1,6007
1057,seth,seth,1,5479
1058,late,late,1,5863
1059,madison,madison,1,5477
1060,signing,signing,1,5582
1061,dock,dock,1,5488
1062,marge,marge,1,5825
1063,palace,palace,1,5621
1064,wand,engraving,0,5629
1065,howard,howard,1,5948
1066,box,box,1,5498
1067,mike,mike,1,5613
1068,snake,snake,1,5793
1069,crying,crying,1,5982
1070,succeeded,succeeded,1,5916
1071,luke,luke,1,5308
1072,habala,habala,1,5354
1073,greg,greg,1,5452
1074,yours,his,0,5345
1075,legate,legate,1,5582
1076,gift,gift,1,5587
1077,wrench,wrench,1,5797
1078,gadreel,gadreel,1,5449
1079,sarah,sarah,1,5567
1080,mike,mike,1,5998
1081,camera,camera,1,5526
1082,mike,lucky,0,5331
1083,ireland,ireland,1,5426
1084,antony,antony,1,5614
1085,herald,herald,1,5615
1086,carson,carson,1,5019
1087,glass,glass,1,6292
1088,steve,steve,1,5698
1089,bird,bird,1,5574
1090,reverence,reverence,1,5303
1091,palace,palace,1,5478
1092,confidential,confidential,1,5622
1093,jet,jet,1,5752
1094,emily,emily,1,5116
1095,jessica,sir,0,5842
1096,railing,railing,1,5602
1097,voice,voice,1,5634
1098,jennifer,jennifer,1,5605
1099,private,secluded,0,5890
1100,relevant,relevant,1,5719
1101,huntington,huntington,1,5254
1102,ties,ties,1,5262
1103,flights,flights,1,5276
1104,ana,ana,1,5714
1105,holo,headset,0,5502
1106,simmons,callahan,0,5499
1107,tabitha,himself,0,5387
1108,toryn,toryn,1,5621
1109,jude,jude,1,5902
1110,surf,surf,1,6009
1111,chapel,chapel,1,5822
1112,robe,robe,1,5881
1113,gralso,gralso,1,6215
1114,collar,collar,1,5617
1115,tessa,tessa,1,5892
1116,catalog,catalog,1,5611
1117,clint,clint,1,5974
1118,alicia,alicia,1,5804
1119,jawen,jawen,1,5626
1120,ananda,ruth,0,5917
1121,grandparents,grandparents,1,5989
1122,stone,money,0,5661
1123,ring,ring,1,6197
1124,recipe,recipe,1,5649
1125,cameras,cameras,1,5755
1126,angel,angel,1,5891
1127,eat,feed,0,6125
1128,boat,boat,1,5635
1129,fridge,fridge,1,5335
1130,shop,shop,1,5720
1131,states,states,1,5483
1132,jail,jail,1,6428
1133,kate,kate,1,5490
1134,jesse,jesse,1,6265
1135,sigurd,sigurd,1,5531
1136,laura,laura,1,5329
1137,dog,house,0,5880
1138,morning,morning,1,5876
1139,coffee,chance,0,5501
1140,sheet,sheet,1,5778
1141,rocket,rocket,1,5684
1142,folder,music,0,5697
1143,guard,guard,1,5697
1144,reservation,reservation,1,5634
1145,queen,keos,0,5736
1146,duke,duke,1,5789
1147,goon,goon,1,5435
1148,sticker,sticker,1,5813
1149,queen,queen,1,5537
1150,roth,roth,1,5748
1151,telepaths,telepaths,1,5531
1152,jai,jai,1,5690
1153,whistle,stand,0,6028
1154,fish,fish,1,5637
1155,genevieve,genevieve,1,5423
1156,diamonds,symbol,0,5545
1157,sergio,sergio,1,5569
1158,luca,sophia,0,5817
1159,john,john,1,5357
1160,order,gabriel,0,5706
1161,glass,glass,1,5673
1162,perry,perry,1,5517
1163,ivy,ivy,1,5806
1164,foster,foster,1,5496
1165,tools,tools,1,5369
1166,soft,soft,1,5618
1167,coach,coach,1,5654
1168,selenah,selenah,1,5534
1169,jennifer,jennifer,1,5904
1170,tuki,tuki,1,6021
1171,available,for,0,5728
1172,reid,reid,1,5416
1173,zane,mark,0,5298
1174,mel,mel,1,5698
1175,bella,bella,1,5649
1176,kiss,kiss,1,5619
1177,scott,scott,1,5311
1178,territory,house,0,5890
1179,crater,crater,1,5686
1180,receptionist,receptionist,1,5912
1181,jina,jina,1,5659
1182,alec,alec,1,5327
1183,caverns,caverns,1,5482
1184,rebecca,anya,0,5711
1185,sophie,sophie,1,5653
1186,josh,josh,1,5441
1187,nicole,nicole,1,5786
1188,georgia,georgia,1,5187
1189,jina,jina,1,5773
1190,redding,redding,1,5380
1191,harlin,harlin,1,5471
1192,leaving,leaving,1,5368
1193,instead,instead,1,5740
1194,agree,cave,0,5995
1195,quinn,julian,0,6247
1196,antonio,antonio,1,5409
1197,doroga,doroga,1,5165
1198,russia,russia,1,5433
1199,paid,paid,1,5929
1200,whip,buggy,0,5550
1201,nic,nic,1,5786
1202,female,female,1,5551
1203,wayne,wayne,1,5638
1204,beau,beau,1,5374
1205,sofia,sofia,1,5592
1206,mugger,mugger,1,5639
1207,message,message,1,5636
1208,garion,garion,1,5396
1209,language,language,1,5583
1210,whistle,whistle,1,5848
1211,gracie,gracie,1,5368
1212,rachel,rachel,1,5851
1213,mike,mike,1,5401
1214,hospital,hospital,1,5519
1215,catching,catching,1,5449
1216,talisman,talisman,1,5495
1217,army,enemy,0,5717
1218,ares,ares,1,6055
1219,clearing,clearing,1,5621
1220,brandon,brandon,1,5603
1221,signal,signal,1,5587
1222,cellar,cellar,1,5506
1223,gabriel,gabriel,1,5786
1224,casinos,casinos,1,5642
1225,dress,dressme,0,5503
1226,seth,seth,1,5151
1227,lystus,lystus,1,5828
1228,tested,tested,1,6354
1229,kensington,blake,0,5512
1230,comrades,comrades-in-,0,5901
1231,charles,charles,1,5576
1232,addy,addy,1,5544
1233,isabelle,isabelle,1,5518
1234,symbol,symbols,0,5631
1235,dana,dana,1,5293
1236,derrick,derrick,1,5746
1237,stubborn,stubborn,1,5638
1238,pawns,pawns,1,5695
1239,stephanie,stephanie,1,5158
1240,understand,understand,1,5922
1241,tent,tent,1,5595
1242,ewan,ewan,1,5467
1243,vase,vase,1,5780
1244,bed,different,0,5589
1245,disappear,disappear,1,6057
1246,jakob,jakob,1,5461
1247,raphael,raphael,1,5442
1248,rachel,rachel,1,5341
1249,trucks,trucks,1,5515
1250,olivia,olivia,1,6000
1251,elise,keith,0,5318
1252,dusty,dusty,1,5447
1253,then,marty,0,5434
1254,snakes,snakes,1,5610
1255,fredrik,fredrik,1,5766
1256,mall,mall,1,5569
1257,stupid,stupid,1,5387
1258,ring,ring,1,5684
1259,metal,tags,0,5761
1260,diane,kelly,0,5572
1261,catacombs,catacombs,1,5575
1262,wax,candle,0,5793
1263,glen,forest,0,6296
1264,boat,side,0,5544
1265,robot,robot,1,5654
1266,mckenzie,ana,0,5497
1267,helen,helen,1,5225
1268,colleague,colleague,1,5696
1269,lena,lena,1,5417
1270,principle,robots,0,5393
1271,baby,baby,1,6125
1272,studio,studio,1,5394
1273,busy,busy,1,5388
1274,shingle,shingle,1,5634
1275,sword,sword,1,5384
1276,toys,toys,1,6284
1277,jay,jay,1,5458
1278,eddie,eddie,1,5266
1279,booth,booth,1,5735
1280,chaiko,chaiko,1,5588
1281,real,real,1,5735
1282,casey,casey,1,6155
1283,mantra,mantra,1,5529
1284,residents,residents,1,5807
1285,dumpster,dorms,0,5757
1286,gregori,gregori,1,5392
1287,spirits,spirits,1,5763
1288,roman,roman,1,5531
1289,towel,towel,1,5794
1290,scissors,scissors,1,5601
1291,scuttle,scuttle,1,5896
1292,kane,kane,1,5493
1293,fountain,fountain,1,5680
1294,current,current,1,5650
1295,katrina,katrina,1,5755
1296,melissa,melissa,1,5393
1297,duke,duke,1,6049
1298,axe,axe,1,5608
1299,joy,joy,1,5588
1300,attorney,attorneys,0,5605
1301,grandmother,grandmother,1,5872
1302,eliza,eliza,1,5645
1303,renegade,renegade,1,5739
1304,married,married,1,6253
1305,earl,earl,1,6338
1306,position,job,0,5521
1307,candy,candy,1,5543
1308,joe,joe,1,5456
1309,for,about,0,5423
1310,raven,bird,0,5769
1311,kiro,kiro,1,5355
1312,cleveland,cleveland,1,6201
1313,hugo,hugo,1,5992
1314,trey,trey,1,6179
1315,collector,collector,1,5378
1316,marius,marius,1,5922
1317,cure,cure,1,5579
1318,translators,translators,1,5552
1319,mike,mike,1,6032
1320,staying,not,0,5867
1321,peace,peace,1,6733
1322,dominic,dominic,1,5395
1323,rachel,rachel,1,6020
1324,chef,chef,1,5478
1325,violent,violent,1,5579
1326,secret,secret,1,5661
1327,abby,abby,1,5448
1328,dad,dad,1,5331
1329,palace,palace,1,5878
1330,van,van,1,5774
1331,tent,tent,1,5514
1332,angelique,angelique,1,5299
1333,criminal,criminal,1,5482
1334,connor,connor,1,5532
1335,dara,dara,1,5584
1336,selena,selena,1,5782
1337,mum,mum,1,5617
1338,island,island,1,5605
1339,magic,magic,1,5760
1340,positive,positive,1,6194
1341,colt,colt,1,5326
1342,niece,niece,1,5617
1343,ethan,ethan,1,6053
1344,valentine,valentine,1,5350
1345,ares,ares,1,5588
1346,school,school,1,5497
1347,grill,phone,0,5693
1348,warrant,warrant,1,5728
1349,news,news,1,6109
1350,cab,meantime,0,5772
1351,bob,bob,1,5989
1352,letter,h,0,5548
1353,though,again,0,6414
1354,alek,alek,1,5872
1355,darin,darin,1,5619
1356,mareth,mareth,1,5752
1357,king,king,1,5420
1358,burnt,burnt,1,5787
1359,talented,talented,1,6119
1360,governess,governess,1,5767
1361,frog,frog,1,5510
1362,jaimie,jaimie,1,5665
1363,vaccine,cure,0,5485
1364,hospice,hospice,1,5777
1365,twitchtip,twitchtip,1,5697
1366,vlod,vlod,1,5804
1367,carriage,carriage,1,5507
1368,ranches,ranches,1,5560
1369,quickly,jaime,0,5532
1370,therapist,therapist,1,5680
1371,sanctuary,room,0,5591
1372,curtains,chair,0,5542
1373,ivy,ivy,1,5501
1374,elizabeth,elizabeth,1,5964
1375,jack,jack,1,6278
1376,nic,nic,1,5327
1377,teaching,teaching,1,5320
1378,zoe,zoe,1,5891
1379,hansum,hansum,1,5330
1380,circle,circle,1,5527
1381,pier,pier,1,5629
1382,letter,envelope,0,5570
1383,monsters,monsters,1,5543
1384,jane,jane,1,5395
1385,doug,doug,1,5621
1386,monkey,monkey,1,5598
1387,singing,singing,1,5268
1388,job,job,1,5360
1389,bar,bar,1,5641
1390,full,full,1,6248
1391,lia,lia,1,5301
1392,bite,bite,1,5495
1393,chance,chance,1,5516
1394,siri,siri,1,5597
1395,kendra,sabrina,0,5527
1396,selena,selena,1,5471
1397,miles,miles,1,5023
1398,pack,pack,1,5639
1399,sam,elodie,0,5785
1400,profits,profits,1,5481
1401,borneo,borneo,1,5384
1402,keith,keith,1,5413
1403,vasquez,vasquez,1,5672
1404,theft,theft,1,5565
1405,victor,victor,1,5424
1406,senator,luca,0,5566
1407,pluggo,pluggo,1,5442
1408,men,male,0,5487
1409,dogs,dogs,1,5838
1410,booth,booth,1,5671
1411,food,food,1,5703
1412,wolf,wolf,1,5610
1413,words,words,1,5882
1414,dean,dean,1,5363
1415,kurt,kurt,1,5221
1416,germs,lipstick,0,5565
1417,tessa,tessa,1,5734
1418,fog,fog,1,5476
1419,atmosphere,atmosphere,1,5755
1420,stream,stream,1,5389
1421,midland,midland,1,5326
1422,cell,cell,1,5627
1423,kate,kate,1,5576
1424,calculator,calculator,1,5775
1425,juan,adrian,0,5458
1426,gill,steve,0,5607
1427,tom,tom,1,5818
1428,dea,dea,1,5696
1429,star,star,1,5544
1430,major,major,1,5477
1431,lesley,lesley,1,5440
1432,nick,nick,1,5583
1433,brandon,brandon,1,5550
1434,goblet,goblet,1,5500
1435,nika,nika,1,5494
1436,dave,dave,1,5591
1437,dominion,dominion,1,5571
1438,anymore,anymore,1,5790
1439,lizzie,lizzie,1,5697
1440,morgan,morgan,1,5653
1441,betty,betty,1,5267
1442,maid,maid,1,5572
1443,pig,pig,1,5506
1444,letter,letter,1,5651
1445,daemon,daemon,1,5360
1446,tub,hands,0,5730
1447,teria,teria,1,5845
1448,node,node,1,6349
1449,solovet,solovet,1,5632
1450,base,outside,0,5514
1451,seth,seth,1,5339
1452,moses,moses,1,5994
1453,careful,expecting,0,5720
1454,spike,gavan,0,5127
1455,eloisa,eloisa,1,5367
1456,religion,religion,1,5388
1457,ananda,ananda,1,5850
1458,tori,tori,1,5743
1459,okay,okay,1,5605
1460,band,band,1,5572
1461,surgery,surgery,1,5430
1462,booked,booked,1,5393
1463,copy,copy,1,5694
1464,napping,napping,1,5353
1465,louie,louie,1,5488
1466,jina,jina,1,5438
1467,chips,evidence,0,5563
1468,gisbo,scarrr,0,5469
1469,barbecue,barbecue,1,5684
1470,turtles,turtles,1,5431
1471,chinese,chinese,1,5209
1472,kissing,kissing,1,5600
1473,derrik,derrik,1,5925
1474,miller,miller,1,5401
1475,sally,sally,1,5328
1476,rocker,rocker,1,5978
1477,change,problem,0,5715
1478,impressed,impressed,1,5430
1479,miss,miss,1,5400
1480,solharn,solharn,1,5763
1481,zhang,zhang,1,5750
1482,cross,cross,1,5504
1483,athens,athens,1,5625
1484,cave,cave,1,5542
1485,exhausted,asleep,0,5796
1486,august,august,1,5401
1487,buried,buried,1,5815
1488,shuttles,shuttles,1,5582
1489,stage,stage,1,5910
1490,riley,riley,1,5613
1491,emilia,emilia,1,5761
1492,donuts,donuts,1,5623
1493,walking,walking,1,5785
1494,trap,trap,1,5587
1495,red,red,1,5797
1496,jury,jury,1,5435
1497,cordelia,cordelia,1,5788
1498,lisa,lisa,1,5569
1499,marty,marty,1,5724
1500,ruth,ruth,1,5647
1501,listen,listen,1,5577
1502,miranda,shirley,0,5732
1503,hole,cave,0,5652
1504,rink,rink,1,5859
1505,cider,cider,1,5470
1506,governess,governess,1,6026
1507,coach,coach,1,6014
1508,lucky,lucky,1,5501
1509,ella,ella,1,5477
1510,jay,jay,1,5443
1511,chair,chair,1,5557
1512,shelby,shelby,1,5621
1513,humor,humor,1,5661
1514,niles,niles,1,5754
1515,joey,joey,1,5426
1516,flannery,flannery,1,5408
1517,bryn,bryn,1,5944
1518,vikus,vikus,1,5437
1519,zoe,zoe,1,6147
1520,nerves,fear,0,5549
1521,mine,minepublish,0,5352
1522,nicholas,nicholas,1,5508
1523,ford,ford,1,5521
1524,fight,fight,1,5683
1525,insect,insect,1,5280
1526,torr,torr,1,5607
1527,jai,jai,1,5345
1528,upstairs,upstairs,1,5452
1529,graham,graham,1,5485
1530,privilege,privilege,1,5627
1531,lucas,lucas,1,5449
1532,ben,ben,1,5272
1533,darius,darius,1,5607
1534,bear,bear,1,5597
1535,hole,darkness,0,5572
1536,stage,stage,1,5633
1537,lilly,lilly,1,5564
1538,paintings,painting,0,5971
1539,rook,rook,1,6020
1540,eric,eric,1,5773
1541,adopted,adopted,1,6393
1542,branch,branch,1,5393
1543,done,done,1,5852
1544,tome,tome,1,5556
1545,elinor,elinor,1,5776
1546,spontaneous,spontaneous,1,5928
1547,shrink,shrink,1,5438
1548,animals,animals,1,5827
1549,secretary,secretary,1,5797
1550,smith,sophia,0,5517
1551,james,james,1,5650
1552,sovant,sovant,1,5910
1553,challenge,challenge,1,6018
1554,ellie,ellie,1,5476
1555,eloisa,eloisa,1,5429
1556,thor,thor,1,5778
1557,beth,beth,1,5968
1558,claire,jez,0,5646
1559,lauren,liam,0,5454
1560,dork,dork,1,5372
1561,lovers,dating,0,5836
1562,rv,rv,1,5664
1563,art,art,1,5686
1564,joseph,joseph,1,5628
1565,paper,page,0,5726
1566,adrian,adrian,1,5593
1567,deals,deal,0,5474
1568,dog,dog,1,5677
1569,sydney,sydney,1,5366
1570,barack,barack,1,6041
1571,evans,evans,1,5763
1572,candice,candice,1,5270
1573,nicholas,nicholas,1,5363
1574,walter,walter,1,5763
1575,goodspeed,goodspeed,1,5230
1576,vo,vo,1,5748
1577,vikus,vikus,1,5890
1578,jane,jane,1,5360
1579,dani,dani,1,5465
1580,sofia,sofia,1,5349
1581,crystal,crystal,1,5692
1582,ruth,ruth,1,5493
1583,patrick,patrick,1,5639
1584,ordering,ordering,1,6412
1585,underwater,underwater,1,5654
1586,carley,carley,1,5312
1587,eggs,eggs,1,5560
1588,serena,,0,5845
1589,violins,violins,1,5466
1590,jessi,jessi,1,5453
1591,platform,platform,1,5848
1592,switch,switch,1,5519
1593,hid,crawled,0,5572
1594,conor,conor,1,5549
1595,funded,funded,1,6043
1596,boy,boy,1,5647
1597,lauren,lauren,1,5085
1598,holt,holt,1,5720
1599,tares,tares,1,5574
1600,ring,ring,1,5653
1601,engines,engines,1,6578
1602,archie,archie,1,5381
1603,performance,performance,1,5414
1604,plain,plain,1,5412
1605,manners,well-manner,0,5534
1606,matilda,matilda,1,5534
1607,teaching,teaching,1,5352
1608,log,log,1,5781
1609,jones,jones,1,5789
1610,adam,adam,1,5414
1611,jimmy,jimmy,1,5348
1612,switch,switch,1,5750
1613,dungeon,dungeon,1,5717
1614,working,working,1,5662
1615,solovet,lapblood,0,5285
1616,anna,anna,1,5536
1617,tina,tina,1,6246
1618,ari,glass,0,5386
1619,elise,elise,1,5502
1620,hardy,hardy,1,5260
1621,traveler,traveler,1,5514
1622,psychic,psychic,1,5715
1623,smoke,smoke,1,5417
1624,owen,owen,1,5404
1625,wren,wren,1,5314
1626,charlotte,charlotte,1,5570
1627,scott,scott,1,5708
1628,julian,julian,1,6064
1629,fin,fin,1,5352
1630,yesterday,and,0,5478
1631,ocean,ocean,1,5747
1632,lift,lift,1,5695
1633,gabriel,gabriel,1,5700
1634,relaxed,relaxed,1,5787
1635,alyssa,alyssa,1,6017
1636,cable,clamp,0,5596
1637,brandon,brandon,1,5405
1638,deliberating,deliberating,1,5244
1639,twitchtip,twitchtip,1,5560
1640,vasquez,vasquez,1,6225
1641,splinters,debris,0,6238
1642,hunk,hunk,1,5683
1643,name,name,1,6105
1644,roland,roland,1,5242
1645,charles,either,0,5454
1646,exercise,exercise,1,5536
1647,bottle,bottle,1,5705
1648,shirley,shirley,1,5534
1649,principal,principal,1,5891
1650,big,big,1,5951
1651,arielle,arielle,1,5675
1652,crystal,crystal,1,5527
1653,stepfather,stepfather,1,5816
1654,tooth,tooth,1,5406
1655,kiss,music,0,5775
1656,mamma,eliza,0,5791
1657,fund,fund,1,5612
1658,sink,sink,1,5598
1659,julia,billy,0,5714
1660,investigation,investigation,1,5371
1661,talent,talent,1,5393
1662,apothecary,apothec,0,5595
1663,fenris,fenris,1,5462
1664,jinny,jinny,1,5655
1665,eggs,eggs,1,5553
1666,evil,evil,1,5756
1667,werewolves,werewolves,1,5564
1668,bruce,mcdou,0,5589
1669,duke,duke,1,5315
1670,sophia,sophia,1,5410
1671,ananda,ananda,1,5511
1672,isle,isle,1,5668
1673,found,found,1,5265
1674,box,box,1,5622
1675,mona,mona,1,5452
1676,legate,legate,1,5609
1677,gates,gates,1,5699
1678,wings,wings,1,5674
1679,numbers,numbers,1,5870
1680,myself,myself,1,5642
1681,raft,raft,1,5671
1682,strong,strong,1,5415
1683,bite,bite,1,5589
1684,betrayal,betrayal,1,5794
1685,bowl,bowl,1,5528
1686,nervous,hungry,0,6004
1687,exaggerate,exaggeration,0,5290
1688,warehouse,warehouse,1,5714
1689,sarah,sarah,1,5727
1690,basil,basil,1,5758
1691,clean,clean,1,5407
1692,rude,rude,1,5499
1693,riddles,code,0,5278
1694,clocks,clocks,1,5518
1695,jackie,jackie,1,5743
1696,divorce,divorce,1,5567
1697,katrina,johns,0,6141
1698,hippo,palehippo,0,5398
1699,cook,cook,1,5447
1700,story,story,1,5735
1701,annie,annie,1,5745
1702,genius,genius,1,5424
1703,silas,monsieur,0,5895
1704,ink,ink,1,5791
1705,lab,room,0,5638
1706,jacob,kaya,0,5441
1707,lystus,lystus,1,6232
1708,banshee,banshee,1,5090
1709,renee,renee,1,5508
1710,medic,healer,0,5720
1711,rand,rand,1,5448
1712,already,too,0,5615
1713,leonardo,leonardo,1,5405
1714,jacob,jacob,1,5900
1715,dancing,dancing,1,5457
1716,kimber,kimber,1,5484
1717,button,buttonthem,0,5705
1718,fight,fight,1,5564
1719,dex,dex,1,5868
1720,ball,ball,1,5925
1721,reindeer,reindeer,1,5769
1722,beth,beth,1,5190
1723,johns,johns,1,6033
1724,widow,widow,1,5600
1725,wo,wo,1,5253
1726,chloe,chloe,1,5681
1727,normal,normal,1,6054
1728,tyler,tyler,1,5710
1729,things,things,1,5486
1730,wait,wait,1,6137
1731,universe,universe,1,5555
1732,penetrate,breach,0,6336
1733,colton,dormer,0,5156
1734,derek,derek,1,5438
1735,roll,roll,1,5482
1736,momma,poppa,0,5373
1737,brochure,brochure,1,5689
1738,adie,adele,0,5392
1739,chen,chen,1,5422
1740,shelf,shelf,1,5692
1741,creature,creature,1,6501
1742,addy,fate,0,5410
1743,satellite,satellite,1,5412
1744,ben,ben,1,5692
1745,clinic,clinic,1,5729
1746,gibbs,sergeantgibbs,0,5559
1747,changing,not,0,5309
1748,painting,painting,1,5378
1749,elizabeth,elizabeth,1,5577
1750,hamnet,hamnet,1,5978
1751,dominique,dominique,1,5527
1752,past,past,1,5535
1753,referee,referee,1,5681
1754,andrew,andrew,1,5373
1755,solace,peace,0,5625
1756,teria,teria,1,5492
1757,drill,drill,1,5552
1758,tess,tess,1,5781
1759,scowl,scowl,1,6002
1760,suzan,suzan,1,5997
1761,tattoo,tattoo,1,5495
1762,plank,plank,1,5701
1763,ember,ember,1,5984
1764,cisco,cisco,1,5480
1765,bar,bar,1,5633
1766,statue,statue,1,5640
1767,bride,bride,1,5588
1768,airi,us,0,6274
1769,peter,peter,1,5435
1770,logan,logan,1,5064
1771,ferry,continent,0,5728
1772,lizzie,lizzie,1,5439
1773,remarried,remarried,1,5867
1774,eyes,eyes,1,5392
1775,scars,light,0,5483
1776,melinda,poppy,0,5515
1777,airlock,airlock,1,5629
1778,brian,monson,0,5338
1779,gear,gear,1,5837
1780,lighthouse,lighthouse,1,5684
1781,morgen,morgen,1,5619
1782,swim,swim,1,5400
1783,hardy,hardy,1,5525
1784,towers,towers,1,5850
1785,pinned,pinned,1,5705
1786,kacey,kacey,1,5784
1787,terror,fear,0,5534
1788,books,books,1,5998
1789,adair,adair,1,5415
1790,text,text,1,5512
1791,tablet,tablet,1,5510
1792,vasquez,vasquez,1,5570
1793,corey,corey,1,5525
1794,vlod,macklin,0,5753
1795,lia,liabeth,0,5568
1796,manager,manager,1,5650
1797,mantra,mantra,1,5698
1798,bliffil,bliffil,1,5800
1799,tank,tank,1,5511
1800,wings,wings,1,5636
1801,mom,mom,1,5019
1802,scout,scout,1,5495
1803,belgarath,garion,0,5671
1804,maximilian,maximilian,1,5319
1805,yours,yours,1,5298
1806,clearing,clearing,1,5791
1807,plan,plan,1,5607
1808,wheel,wheel,1,5655
1809,gloria,gloria,1,5886
1810,elise,elise,1,5576
1811,rome,rome,1,5459
1812,ignore,understand,0,5275
1813,cain,cain,1,5572
1814,cassie,cassie,1,5458
1815,dead,dead,1,6174
1816,shane,shane,1,5392
1817,washington,dc,0,5459
1818,magazine,magazine,1,5652
1819,vera,vera,1,5613
1820,tom,tom,1,5313
1821,shower,shower,1,5632
1822,daisy,alden,0,5726
1823,audrey,audrey,1,5190
1824,foretold,foretold,1,5998
1825,cub,child,0,5711
1826,barrels,barrels,1,5789
1827,blue,blue,1,5891
1828,patient,patient,1,5537
1829,megan,megan,1,5643
1830,shore,bank,0,5637
1831,uncle,uncle,1,5691
1832,robots,robots,1,5605
1833,then,then,1,5998
1834,amanda,amanda,1,5968
1835,alice,alice,1,5524
1836,vince,vince,1,5858
1837,anna,rose,0,5556
1838,lilly,mallard,0,5992
1839,shiloh,shiloh,1,5366
1840,thumb,hand,0,5516
1841,food,food,1,5547
1842,prince,king,0,5863
1843,dad,dad,1,5463
1844,react,react,1,5499
1845,joshua,joshua,1,5600
1846,skates,our,0,5913
1847,moths,moths,1,5640
1848,deaf,deaf,1,5443
1849,sorcerers,sorcerers,1,5567
1850,bryce,bryce,1,5449
1851,emily,emily,1,5322
1852,haunted,haunted,1,5852
1853,paul,paul,1,5747
1854,special,perfect,0,5601
1855,shadows,windows,0,5546
1856,fire,fire,1,5357
1857,ashley,ashley,1,5389
1858,katja,katja,1,5775
1859,custom,custom,1,5482
1860,dog,dog,1,5557
1861,bobby,today,0,5679
1862,connection,connection,1,5898
1863,awake,awake,1,5921
1864,slipper,slipper,1,5279
1865,holiday,holiday,1,5702
1866,raina,raina,1,5497
1867,relief,relief,1,5851
1868,dome,dome,1,5659
1869,derek,derek,1,5474
1870,dizzy,dizzy,1,5539
1871,jess,jess,1,5495
1872,bad,bad,1,6144
1873,joseph,joseph,1,6372
1874,ana,ana,1,5472
1875,monica,monica,1,5451
1876,shane,shane,1,5632
1877,cole,cole,1,5567
1878,professor,professor,1,5589
1879,coven,coven,1,5839
1880,gilbert,gilbert,1,5468
1881,abigail,abigail,1,5509
1882,work,work,1,5260
1883,fix,fix,1,5217
1884,doug,doug,1,5666
1885,hunter,hunter,1,5531
1886,melanie,melanie,1,5445
1887,trophy,trophy,1,5655
1888,jacob,jacob,1,5266
1889,worshipped,worshipped,1,5710
1890,andrew,andrew,1,5373
1891,brandy,brandy,1,5697
1892,customers,customers,1,5895
1893,sorry,sorry,1,5485
1894,matilda,matilda,1,5726
1895,upstairs,inside,0,6314
1896,william,william,1,5463
1897,wolf,wolf,1,5565
1898,father,father,1,5609
1899,spiders,spiders,1,6171
1900,chili,chili,1,5627
1901,ted,ted,1,5858
1902,cutter,cutter,1,5429
1903,mortal,immortal,0,5498
1904,mantra,mantra,1,5591
1905,paramedic,paramedic,1,5685
1906,helicopter,helicopter,1,5700
1907,mandy,mandy,1,5178
1908,frosting,frosting,1,5626
1909,jack,jack,1,5837
1910,movie,movie,1,5655
1911,eliza,eliza,1,5686
1912,kane,kane,1,5551
1913,anna,anna,1,5505
1914,flashlight,flashlight,1,5540
1915,christian,detchristian,0,5236
1916,jeep,truck,0,5665
1917,damen,damen,1,5714
1918,andy,andy,1,6268
1919,them,them,1,5610
1920,dreaming,dreaming,1,5811
1921,frank,frank,1,6148
1922,teria,gaent,0,5507
1923,beautiful,beautiful,1,5562
1924,risk,risk,1,5512
1925,stansbury,stansbury,1,5399
1926,net,safety,0,5485
1927,ares,ares,1,5703
1928,malcolm,malcolm,1,5355
1929,darius,darius,1,5256
1930,council,council,1,5675
1931,bunk,top,0,5524
1932,kiss,kiss,1,5660
1933,rosalind,rosalind,1,5793
1934,blake,blake,1,6066
