#,Gold,Prediction,Correct,PromptLength
1036,animals,raccoon,0,1095
1037,mask,stairs,0,1017
1038,owl,sky,0,936
1039,purse,purse,1,1034
1040,bowl,bowl,1,970
1041,mikhail,gregori,0,1145
1042,honey,quarrel,0,913
1043,celebration,phenomenon,0,1105
1044,aaron,aaron,1,1048
1045,injury,injury,1,1048
1046,library,library,1,1067
1047,mai,zoe,0,1052
1048,luke,luke,1,1009
1049,lights,lights,1,896
1050,alcander,lystus,0,1029
1051,lame,seth,0,861
1052,doom,thedoom,0,1049
1053,robert,claire,0,1001
1054,sal,quiet,0,932
1055,anna,anna,1,985
1056,petr,,0,1087
1057,seth,seth,1,1170
1058,late,late,1,1053
1059,madison,madison,1,955
1060,signing,signing,1,950
1061,dock,dock,1,922
1062,marge,marge,1,990
1063,palace,palace,1,1079
1064,wand,engraving,0,937
1065,howard,adventurers,0,1065
1066,box,box,1,895
1067,mike,mike,1,937
1068,snake,snake,1,1106
1069,crying,crying,1,980
1070,succeeded,succeeded,1,942
1071,luke,luke,1,1031
1072,habala,her,0,921
1073,greg,greg,1,1023
1074,yours,his,0,973
1075,legate,legate,1,971
1076,gift,gift,1,969
1077,wrench,wrench,1,940
1078,gadreel,initiative,0,933
1079,sarah,reno,0,1020
1080,mike,mike,1,1004
1081,camera,lip,0,895
1082,mike,mike,1,1066
1083,ireland,ireland,1,1043
1084,antony,antony,1,957
1085,herald,herald,1,1087
1086,carson,please,0,916
1087,glass,glass,1,1138
1088,steve,steve,1,998
1089,bird,sill,0,1045
1090,reverence,final,0,1050
1091,palace,palace,1,851
1092,confidential,confidential,1,880
1093,jet,ayd,0,1251
1094,emily,emily,1,1060
1095,jessica,sir,0,1075
1096,railing,railing,1,1045
1097,voice,choice,0,1100
1098,jennifer,jennifer,1,1043
1099,private,secluded,0,1076
1100,relevant,appropriate,0,1050
1101,huntington,huntington,1,1012
1102,ties,ties,1,1009
1103,flights,flights,1,890
1104,ana,ana,1,887
1105,holo,terminal,0,949
1106,simmons,callahan,0,1135
1107,tabitha,himself,0,925
1108,toryn,toryn,1,996
1109,jude,jude,1,938
1110,surf,surf,1,872
1111,chapel,chapel,1,1048
1112,robe,robe,1,1024
1113,gralso,gralso,1,1073
1114,collar,collar,1,936
1115,tessa,loves,0,1012
1116,catalog,catalog,1,917
1117,clint,family,0,886
1118,alicia,alicia,1,996
1119,jawen,jawen,1,897
1120,ananda,ananda,1,1025
1121,grandparents,grandparents,1,1011
1122,stone,stone,1,1025
1123,ring,ring,1,1113
1124,recipe,recipe,1,999
1125,cameras,cameras,1,1099
1126,angel,angel,1,964
1127,eat,feed,0,914
1128,boat,boat,1,1227
1129,fridge,fridge,1,1004
1130,shop,shop,1,950
1131,states,states,1,996
1132,jail,jail,1,914
1133,kate,kate,1,1053
1134,jesse,jesse,1,946
1135,sigurd,sigurd,1,983
1136,laura,laura,1,917
1137,dog,dog,1,1030
1138,morning,morning,1,1070
1139,coffee,coffee,1,964
1140,sheet,sheet,1,942
1141,rocket,spaceship,0,1050
1142,folder,folder,1,986
1143,guard,guard,1,939
1144,reservation,table,0,1006
1145,queen,door,0,1006
1146,duke,duke,1,1062
1147,goon,goons,0,910
1148,sticker,sticker,1,960
1149,queen,king,0,970
1150,roth,roth,1,943
1151,telepaths,vampires,0,1000
1152,jai,jai,1,1077
1153,whistle,stand,0,966
1154,fish,expect,0,1039
1155,genevieve,mama,0,1042
1156,diamonds,edge,0,1003
1157,sergio,sergio,1,1015
1158,luca,isabella,0,972
1159,john,john,1,1165
1160,order,today,0,1079
1161,glass,wine,0,1068
1162,perry,perry,1,949
1163,ivy,ivy,1,939
1164,foster,potterley,0,885
1165,tools,tools,1,985
1166,soft,soft,1,883
1167,coach,coach,1,913
1168,selenah,dress,0,1027
1169,jennifer,kayla,0,1000
1170,tuki,,0,1081
1171,available,available,1,1041
1172,reid,reid,1,963
1173,zane,the,0,924
1174,mel,,0,1044
1175,bella,jason,0,1167
1176,kiss,kiss,1,917
1177,scott,scott,1,976
1178,territory,house,0,1055
1179,crater,crater,1,984
1180,receptionist,receptionist,1,1035
1181,jina,jina,1,1087
1182,alec,alec,1,940
1183,caverns,rescue,0,1107
1184,rebecca,rebecca,1,928
1185,sophie,sophie,1,895
1186,josh,thestars,0,973
1187,nicole,nicole,1,1043
1188,georgia,georgia,1,859
1189,jina,jina,1,1094
1190,redding,redding,1,919
1191,harlin,harlin,1,895
1192,leaving,leaving,1,1066
1193,instead,hardy,0,952
1194,agree,give,0,981
1195,quinn,julian,0,956
1196,antonio,king,0,915
1197,doroga,doroga,1,1058
1198,russia,mother,0,947
1199,paid,paid,1,996
1200,whip,buggy,0,942
1201,nic,nic,1,925
1202,female,female,1,922
1203,wayne,thedoor,0,908
1204,beau,beau,1,1061
1205,sofia,sofia,1,1006
1206,mugger,mugger,1,1137
1207,message,message,1,1014
1208,garion,garion,1,982
1209,language,language,1,976
1210,whistle,whistle,1,992
1211,gracie,gracie,1,967
1212,rachel,rachel,1,1142
1213,mike,him,0,928
1214,hospital,hospital,1,1081
1215,catching,same,0,1070
1216,talisman,talisman,1,883
1217,army,enemy,0,1137
1218,ares,gregor,0,877
1219,clearing,castle,0,963
1220,brandon,brandon,1,1026
1221,signal,signal,1,976
1222,cellar,cellar,1,896
1223,gabriel,gabriel,1,955
1224,casinos,casinos,1,951
1225,dress,grass,0,1025
1226,seth,seth,1,1076
1227,lystus,lystus,1,1003
1228,tested,tested,1,1070
1229,kensington,kensington,1,988
1230,comrades,friends,0,952
1231,charles,charles,1,1029
1232,addy,addy,1,999
1233,isabelle,isabelle,1,926
1234,symbol,symbol,1,1000
1235,dana,let's,0,847
1236,derrick,derrick,1,997
1237,stubborn,stubborn,1,1015
1238,pawns,pawns,1,1108
1239,stephanie,holly,0,889
1240,understand,understand,1,989
1241,tent,tent,1,995
1242,ewan,mcdonald,0,1025
1243,vase,vase,1,1067
1244,bed,different,0,987
1245,disappear,dis,0,923
1246,jakob,jakob,1,1042
1247,raphael,raphael,1,913
1248,rachel,rachel,1,1070
1249,trucks,trucks,1,1207
1250,olivia,olivia,1,1130
1251,elise,elise,1,985
1252,dusty,dusty,1,900
1253,then,unclemarty,0,826
1254,snakes,snakes,1,1089
1255,fredrik,fredrik,1,949
1256,mall,mall,1,1011
1257,stupid,stupid,1,967
1258,ring,ring,1,1040
1259,metal,warmth,0,1141
1260,diane,quickly,0,902
1261,catacombs,catacombs,1,980
1262,wax,stone,0,955
1263,glen,mountains,0,1591
1264,boat,side,0,1038
1265,robot,robot,1,1101
1266,mckenzie,ana,0,969
1267,helen,helen,1,986
1268,colleague,colleague,1,1121
1269,lena,lena,1,1117
1270,principle,potterley,0,913
1271,baby,baby,1,1032
1272,studio,studio,1,966
1273,busy,busy,1,1041
1274,shingle,shingle,1,921
1275,sword,sword,1,975
1276,toys,toys,1,977
1277,jay,jay,1,950
1278,eddie,eddie,1,1199
1279,booth,booth,1,1032
1280,chaiko,thecrowd,0,1046
1281,real,real,1,1074
1282,casey,monson,0,1105
1283,mantra,before,0,1015
1284,residents,residents,1,985
1285,dumpster,dumpster,1,1057
1286,gregori,angus,0,1015
1287,spirits,spirits,1,1145
1288,roman,roman,1,1029
1289,towel,towel,1,1092
1290,scissors,scissors,1,964
1291,scuttle,scuttle,1,1105
1292,kane,kane,1,928
1293,fountain,terrace,0,1059
1294,current,current,1,1070
1295,katrina,katrina,1,1115
1296,melissa,ruth,0,860
1297,duke,duke,1,981
1298,axe,axe,1,970
1299,joy,joy,1,1151
1300,attorney,attorneys,0,914
1301,grandmother,gran,0,1035
1302,eliza,eliza,1,1029
1303,renegade,renegade,1,1088
1304,married,married,1,1017
1305,earl,earl,1,1234
1306,position,position,1,920
1307,candy,candy,1,1024
1308,joe,joe,1,915
1309,for,happened,0,879
1310,raven,raven,1,1152
1311,kiro,dad,0,897
1312,cleveland,middleburg,0,1358
1313,hugo,hugo,1,963
1314,trey,trey,1,982
1315,collector,collector,1,1053
1316,marius,marius,1,1028
1317,cure,cure,1,910
1318,translators,translators,1,908
1319,mike,molly,0,983
1320,staying,notleaving,0,1158
1321,peace,peace,1,1028
1322,dominic,dominic,1,953
1323,rachel,jerk,0,1008
1324,chef,great,0,912
1325,violent,violent,1,1006
1326,secret,person,0,945
1327,abby,cowboy,0,1088
1328,dad,dad,1,910
1329,palace,palace,1,1084
1330,van,van,1,1257
1331,tent,tent,1,1215
1332,angelique,angelique,1,1002
1333,criminal,threat,0,884
1334,connor,connor,1,1038
1335,dara,dara,1,1022
1336,selena,selena,1,1004
1337,mum,sister,0,902
1338,island,island,1,1007
1339,magic,magic,1,928
1340,positive,positive,1,946
1341,colt,colt,1,1012
1342,niece,niece,1,959
1343,ethan,thehighcouncil,0,1034
1344,valentine,valentine,1,1011
1345,ares,ripred,0,937
1346,school,highschool,0,1080
1347,grill,screen,0,980
1348,warrant,warrant,1,1081
1349,news,strange,0,998
1350,cab,cab,1,972
1351,bob,bob,1,1048
1352,letter,letter,1,995
1353,though,mutanity,0,872
1354,alek,alek,1,912
1355,darin,darin,1,985
1356,mareth,mareth,1,886
1357,king,king,1,895
1358,burnt,burnt,1,1043
1359,talented,talented,1,992
1360,governess,governess,1,987
1361,frog,turtle,0,908
1362,jaimie,jaimie,1,955
1363,vaccine,vaccine,1,1009
1364,hospice,hospice,1,993
1365,twitchtip,twitchtip,1,895
1366,vlod,vlod,1,1065
1367,carriage,carriage,1,912
1368,ranches,ranch,0,1029
1369,quickly,wipe,0,922
1370,therapist,therapist,1,952
1371,sanctuary,sanctuary,1,1044
1372,curtains,chair,0,939
1373,ivy,but,0,1059
1374,elizabeth,elizabeth,1,952
1375,jack,him,0,1144
1376,nic,tonight,0,903
1377,teaching,sculpture,0,1029
1378,zoe,zoe,1,897
1379,hansum,hansum,1,1021
1380,circle,circle,1,971
1381,pier,beacho,0,1108
1382,letter,letter,1,1002
1383,monsters,monsters,1,1030
1384,jane,jane,1,1013
1385,doug,cliff,0,1001
1386,monkey,monkey,1,1028
1387,singing,singing,1,1031
1388,job,job,1,956
1389,bar,bar,1,1057
1390,full,empty,0,914
1391,lia,lia,1,947
1392,bite,attack,0,997
1393,chance,chance,1,1017
1394,siri,i'll,0,985
1395,kendra,sabrina,0,1087
1396,selena,selena,1,1028
1397,miles,miles,1,899
1398,pack,pack,1,963
1399,sam,sam,1,940
1400,profits,cakes,0,910
1401,borneo,borneo,1,1118
1402,keith,keith,1,1058
1403,vasquez,vasquez,1,975
1404,theft,theft,1,900
1405,victor,victor,1,1036
1406,senator,senator,1,917
1407,pluggo,pluggo,1,992
1408,men,male,0,991
1409,dogs,dangers,0,1129
1410,booth,tent,0,1079
1411,food,food,1,982
1412,wolf,wolf,1,997
1413,words,words,1,1104
1414,dean,dean,1,1050
1415,kurt,josh,0,938
1416,germs,mascara,0,937
1417,tessa,tessa,1,1001
1418,fog,fog,1,1026
1419,atmosphere,atmosphere,1,1186
1420,stream,stream,1,1063
1421,midland,midland,1,911
1422,cell,cell,1,909
1423,kate,her,0,1209
1424,calculator,calculator,1,1099
1425,juan,juan,1,922
1426,gill,steve,0,891
1427,tom,sir,0,1076
1428,dea,dea,1,1064
1429,star,star,1,1097
1430,major,major,1,926
1431,lesley,cynthia,0,960
1432,nick,nick,1,865
1433,brandon,brandon,1,959
1434,goblet,goblet,1,1047
1435,nika,nika,1,973
1436,dave,jordan,0,943
1437,dominion,enemy,0,958
1438,anymore,worth,0,1051
1439,lizzie,lizzie,1,1001
1440,morgan,morgan,1,1084
1441,betty,jeff,0,936
1442,maid,maid,1,877
1443,pig,clue,0,950
1444,letter,lawyer,0,1043
1445,daemon,daemon,1,913
1446,tub,hands,0,1052
1447,teria,teria,1,1009
1448,node,node,1,1082
1449,solovet,solovet,1,1085
1450,base,base,1,1051
1451,seth,dude,0,933
1452,moses,moses,1,1038
1453,careful,looking,0,1060
1454,spike,spike,1,965
1455,eloisa,eloisa,1,911
1456,religion,religion,1,910
1457,ananda,cabin,0,1006
1458,tori,tori,1,933
1459,okay,okay,1,984
1460,band,band,1,1034
1461,surgery,surgery,1,1071
1462,booked,booked,1,934
1463,copy,copy,1,1178
1464,napping,napping,1,908
1465,louie,inthe,0,959
1466,jina,jina,1,1011
1467,chips,needle,0,933
1468,gisbo,scarrr,0,1057
1469,barbecue,barbecue,1,971
1470,turtles,turtles,1,950
1471,chinese,ch,0,1068
1472,kissing,kissing,1,964
1473,derrik,derrik,1,1012
1474,miller,jones,0,889
1475,sally,sally,1,874
1476,rocker,rocker,1,1031
1477,change,counter,0,999
1478,impressed,impressed,1,994
1479,miss,miss,1,915
1480,solharn,solharn,1,969
1481,zhang,zhang,1,912
1482,cross,cross,1,1062
1483,athens,athens,1,1098
1484,cave,cave,1,998
1485,exhausted,exhausted,1,1009
1486,august,august,1,1177
1487,buried,buried,1,922
1488,shuttles,shuttles,1,1017
1489,stage,stage,1,1233
1490,riley,riley,1,1102
1491,emilia,emilia,1,1089
1492,donuts,donuts,1,926
1493,walking,walking,1,898
1494,trap,trap,1,1137
1495,red,please,0,1106
1496,jury,trial,0,1104
1497,cordelia,cordelia,1,1064
1498,lisa,lisa,1,1068
1499,marty,anyway,0,995
1500,ruth,ruth,1,1165
1501,listen,listen,1,1008
1502,miranda,shirley,0,970
1503,hole,distance,0,1121
1504,rink,rink,1,1005
1505,cider,cider,1,1034
1506,governess,governess,1,1030
1507,coach,coach,1,1188
1508,lucky,lucky,1,1037
1509,ella,ella,1,1005
1510,jay,jay,1,909
1511,chair,chair,1,1113
1512,shelby,shelby,1,1050
1513,humor,jokes,0,1038
1514,niles,niles,1,1172
1515,joey,joey,1,1057
1516,flannery,gabriel,0,893
1517,bryn,bryn,1,984
1518,vikus,vikus,1,884
1519,zoe,zoe,1,944
1520,nerves,nerves,1,925
1521,mine,mine,1,878
1522,nicholas,nicholas,1,1093
1523,ford,ford,1,994
1524,fight,fight,1,1066
1525,insect,insect,1,952
1526,torr,grace,0,987
1527,jai,jai,1,965
1528,upstairs,inside,0,1075
1529,graham,rach,0,919
1530,privilege,privilege,1,904
1531,lucas,lucas,1,943
1532,ben,ben,1,1005
1533,darius,darius,1,976
1534,bear,bear,1,1018
1535,hole,darkness,0,1024
1536,stage,stage,1,889
1537,lilly,lilly,1,925
1538,paintings,painting,0,1236
1539,rook,rook,1,999
1540,eric,eric,1,897
1541,adopted,adopted,1,944
1542,branch,them,0,982
1543,done,done,1,1015
1544,tome,tome,1,908
1545,elinor,elinor,1,949
1546,spontaneous,spontaneous,1,895
1547,shrink,shrink,1,926
1548,animals,animals,1,1022
1549,secretary,secretary,1,1072
1550,smith,face,0,923
1551,james,james,1,974
1552,sovant,sovant,1,925
1553,challenge,challenge,1,1037
1554,ellie,his,0,949
1555,eloisa,eloisa,1,934
1556,thor,thor,1,925
1557,beth,baby,0,977
1558,claire,claire,1,1004
1559,lauren,his,0,1019
1560,dork,dork,1,1011
1561,lovers,friends,0,967
1562,rv,rv,1,1086
1563,art,art,1,1005
1564,joseph,iain,0,830
1565,paper,page,0,1253
1566,adrian,adrian,1,1057
1567,deals,deal,0,904
1568,dog,dog,1,974
1569,sydney,sydney,1,951
1570,barack,barack,1,992
1571,evans,evans,1,1091
1572,candice,candice,1,1036
1573,nicholas,nicholas,1,976
1574,walter,walter,1,922
1575,goodspeed,goodspeed,1,873
1576,vo,ana,0,939
1577,vikus,vikus,1,1110
1578,jane,jane,1,1028
1579,dani,dani,1,1032
1580,sofia,sofia,1,923
1581,crystal,strider,0,1034
1582,ruth,ruth,1,1108
1583,patrick,patrick,1,937
1584,ordering,ordering,1,1203
1585,underwater,flooded,0,1001
1586,carley,carley,1,998
1587,eggs,eggs,1,1100
1588,serena,,0,1032
1589,violins,violins,1,1144
1590,jessi,jessi,1,1075
1591,platform,platform,1,1063
1592,switch,switch,1,908
1593,hid,hid,1,946
1594,conor,conor,1,998
1595,funded,funded,1,974
1596,boy,amulet,0,1060
1597,lauren,lauren,1,822
1598,holt,holt,1,916
1599,tares,tares,1,1199
1600,ring,ring,1,1002
1601,engines,engines,1,1026
1602,archie,archie,1,1108
1603,performance,performance,1,994
1604,plain,pretty,0,927
1605,manners,poor,0,1048
1606,matilda,jia,0,1068
1607,teaching,teaching,1,1066
1608,log,log,1,1146
1609,jones,lara,0,868
1610,adam,adam,1,1068
1611,jimmy,unfortunately,0,856
1612,switch,switch,1,1053
1613,dungeon,dungeon,1,956
1614,working,working,1,934
1615,solovet,lapblood,0,954
1616,anna,anna,1,1149
1617,tina,tina,1,1037
1618,ari,azazil,0,1060
1619,elise,elise,1,1152
1620,hardy,hardy,1,984
1621,traveler,traveler,1,916
1622,psychic,psychic,1,996
1623,smoke,smoke,1,1016
1624,owen,owen,1,969
1625,wren,wren,1,1065
1626,charlotte,charlotte,1,967
1627,scott,scott,1,1096
1628,julian,julian,1,1085
1629,fin,fin,1,914
1630,yesterday,,0,868
1631,ocean,ocean,1,1026
1632,lift,lift,1,1034
1633,gabriel,gabriel,1,999
1634,relaxed,walked,0,1151
1635,alyssa,thetruck,0,1006
1636,cable,clamp,0,1039
1637,brandon,brandon,1,1022
1638,deliberating,deliberating,1,944
1639,twitchtip,howard,0,1271
1640,vasquez,vasquez,1,990
1641,splinters,debris,0,1116
1642,hunk,hunk,1,1025
1643,name,man,0,883
1644,roland,roland,1,971
1645,charles,him,0,935
1646,exercise,exercise,1,1019
1647,bottle,bottle,1,981
1648,shirley,shirley,1,929
1649,principal,principal,1,1171
1650,big,f,0,984
1651,arielle,elkin,0,917
1652,crystal,crystal,1,932
1653,stepfather,stepfather,1,1004
1654,tooth,tooth,1,984
1655,kiss,music,0,956
1656,mamma,mamma,1,1048
1657,fund,fund,1,1076
1658,sink,sink,1,1005
1659,julia,billy,0,1046
1660,investigation,investigation,1,880
1661,talent,talent,1,1020
1662,apothecary,apothec,0,1006
1663,fenris,fenris,1,986
1664,jinny,jinny,1,996
1665,eggs,eggs,1,990
1666,evil,bad,0,1027
1667,werewolves,werewolves,1,1182
1668,bruce,mcdou,0,1018
1669,duke,duke,1,909
1670,sophia,sophia,1,1156
1671,ananda,ananda,1,944
1672,isle,isle,1,1044
1673,found,found,1,942
1674,box,box,1,1025
1675,mona,mona,1,940
1676,legate,legate,1,918
1677,gates,cemetery,0,951
1678,wings,wings,1,911
1679,numbers,numbers,1,968
1680,myself,before,0,1060
1681,raft,raft,1,1019
1682,strong,strong,1,1076
1683,bite,bite,1,1049
1684,betrayal,betrayal,1,1006
1685,bowl,bowl,1,954
1686,nervous,hungry,0,986
1687,exaggerate,exaggerate,1,968
1688,warehouse,warehouse,1,977
1689,sarah,anyone,0,982
1690,basil,malin,0,957
1691,clean,clean,1,1076
1692,rude,embarrassing,0,912
1693,riddles,riddles,1,893
1694,clocks,clocks,1,913
1695,jackie,jackie,1,972
1696,divorce,divorce,1,936
1697,katrina,theguardian,0,1038
1698,hippo,pale,0,964
1699,cook,cook,1,883
1700,story,story,1,937
1701,annie,annie,1,945
1702,genius,genius,1,1088
1703,silas,silas,1,962
1704,ink,ink,1,947
1705,lab,lab,1,1006
1706,jacob,jacob,1,935
1707,lystus,lystus,1,983
1708,banshee,becca,0,930
1709,renee,paul,0,892
1710,medic,medic,1,1016
1711,rand,rand,1,999
1712,already,he,0,1053
1713,leonardo,leonardo,1,1066
1714,jacob,jacob,1,849
1715,dancing,dancing,1,963
1716,kimber,kimber,1,1002
1717,button,button,1,959
1718,fight,fight,1,872
1719,dex,sir,0,897
1720,ball,ball,1,991
1721,reindeer,reindeer,1,1252
1722,beth,karen,0,916
1723,johns,johns,1,1021
1724,widow,widow,1,1052
1725,wo,wo,1,869
1726,chloe,chloe,1,978
1727,normal,normal,1,1003
1728,tyler,fitz,0,979
1729,things,things,1,1132
1730,wait,understand,0,960
1731,universe,distance,0,1003
1732,penetrate,penetrate,1,1057
1733,colton,dormer,0,981
1734,derek,derek,1,936
1735,roll,roll,1,1101
1736,momma,love,0,1008
1737,brochure,brochure,1,966
1738,adie,goldie,0,941
1739,chen,chen,1,1033
1740,shelf,shelf,1,1154
1741,creature,creature,1,1080
1742,addy,fate,0,1014
1743,satellite,satellite,1,1020
1744,ben,mean,0,1017
1745,clinic,clinic,1,981
1746,gibbs,sergeant,0,979
1747,changing,changing,1,984
1748,painting,cello,0,976
1749,elizabeth,ever,0,942
1750,hamnet,hamnet,1,945
1751,dominique,hunter,0,973
1752,past,past,1,1023
1753,referee,referee,1,895
1754,andrew,andrew,1,904
1755,solace,closure,0,945
1756,teria,teria,1,991
1757,drill,drill,1,971
1758,tess,tess,1,1039
1759,scowl,her,0,992
1760,suzan,cassie,0,1108
1761,tattoo,tattoo,1,1028
1762,plank,plank,1,1084
1763,ember,ember,1,1108
1764,cisco,cisco,1,1110
1765,bar,bar,1,962
1766,statue,statue,1,1052
1767,bride,bride,1,894
1768,airi,help,0,1150
1769,peter,noon,0,1019
1770,logan,now,0,851
1771,ferry,continent,0,975
1772,lizzie,lizzie,1,1048
1773,remarried,remarried,1,1169
1774,eyes,eyes,1,912
1775,scars,scars,1,1169
1776,melinda,missy,0,1082
1777,airlock,airlock,1,1035
1778,brian,monson,0,931
1779,gear,gear,1,1012
1780,lighthouse,lighthouse,1,1086
1781,morgen,morgen,1,1035
1782,swim,swim,1,932
1783,hardy,hardy,1,920
1784,towers,towers,1,1069
1785,pinned,alone,0,1125
1786,kacey,kacey,1,1151
1787,terror,fear,0,994
1788,books,books,1,1001
1789,adair,asecret,0,1017
1790,text,text,1,973
1791,tablet,tablet,1,959
1792,vasquez,vasquez,1,1003
1793,corey,guys,0,925
1794,vlod,macklin,0,957
1795,lia,lia,1,1127
1796,manager,manager,1,946
1797,mantra,mantra,1,1148
1798,bliffil,bliffil,1,1001
1799,tank,tank,1,1068
1800,wings,wings,1,1177
1801,mom,mom,1,1090
1802,scout,scout,1,990
1803,belgarath,garion,0,912
1804,maximilian,matilda,0,988
1805,yours,yoursoulmate,0,874
1806,clearing,clearing,1,1280
1807,plan,plan,1,1123
1808,wheel,wheel,1,1016
1809,gloria,gloria,1,1044
1810,elise,elise,1,1129
1811,rome,rome,1,876
1812,ignore,ignore,1,958
1813,cain,cain,1,935
1814,cassie,cassie,1,1010
1815,dead,extinct,0,1117
1816,shane,shane,1,1078
1817,washington,washington,1,974
1818,magazine,magazine,1,960
1819,vera,vera,1,949
1820,tom,tom,1,937
1821,shower,shower,1,997
1822,daisy,daisy,1,1048
1823,audrey,audrey,1,891
1824,foretold,foretold,1,1023
1825,cub,child,0,1239
1826,barrels,barrels,1,925
1827,blue,away,0,964
1828,patient,patient,1,1018
1829,megan,megan,1,1062
1830,shore,bank,0,1152
1831,uncle,uncle,1,1099
1832,robots,robots,1,990
1833,then,that,0,943
1834,amanda,actually,0,928
1835,alice,alice,1,979
1836,vince,vince,1,976
1837,anna,anna,1,1040
1838,lilly,lilly,1,893
1839,shiloh,shiloh,1,895
1840,thumb,hand,0,915
1841,food,taste,0,996
1842,prince,prince,1,1199
1843,dad,dad,1,1263
1844,react,react,1,858
1845,joshua,ben,0,1181
1846,skates,skates,1,1039
1847,moths,moths,1,958
1848,deaf,deaf,1,1107
1849,sorcerers,sorcerers,1,1176
1850,bryce,anyone,0,1028
1851,emily,emily,1,1015
1852,haunted,haunted,1,961
1853,paul,paul,1,1066
1854,special,special,1,1034
1855,shadows,light,0,1069
1856,fire,her,0,1031
1857,ashley,ashley,1,946
1858,katja,micah,0,913
1859,custom,courtship,0,1223
1860,dog,dog,1,1073
1861,bobby,bobby,1,1094
1862,connection,connection,1,1094
1863,awake,thinking,0,1115
1864,slipper,slipper,1,1025
1865,holiday,holiday,1,941
1866,raina,raina,1,964
1867,relief,relief,1,1015
1868,dome,dome,1,1023
1869,derek,derek,1,971
1870,dizzy,dizzy,1,1086
1871,jess,jess,1,1136
1872,bad,bad,1,992
1873,joseph,joseph,1,1107
1874,ana,ana,1,927
1875,monica,monica,1,939
1876,shane,she,0,883
1877,cole,cole,1,1114
1878,professor,professor,1,1188
1879,coven,coven,1,985
1880,gilbert,gilbert,1,972
1881,abigail,sit,0,1068
1882,work,work,1,874
1883,fix,date,0,932
1884,doug,doug,1,1153
1885,hunter,hunter,1,1055
1886,melanie,melanie,1,1193
1887,trophy,trophy,1,1021
1888,jacob,jacob,1,1123
1889,worshipped,worshipped,1,978
1890,andrew,luke,0,959
1891,brandy,brandy,1,1067
1892,customers,customers,1,1054
1893,sorry,sorry,1,950
1894,matilda,matilda,1,897
1895,upstairs,to,0,1053
1896,william,william,1,1001
1897,wolf,wolf,1,929
1898,father,father,1,1019
1899,spiders,spiders,1,1016
1900,chili,chili,1,1018
1901,ted,ted,1,994
1902,cutter,cutter,1,955
1903,mortal,immortal,0,924
1904,mantra,him,0,1034
1905,paramedic,paramedic,1,1011
1906,helicopter,helicopter,1,938
1907,mandy,mandy,1,1085
1908,frosting,frosting,1,1018
1909,jack,jack,1,1084
1910,movie,movie,1,983
1911,eliza,eliza,1,1042
1912,kane,kane,1,936
1913,anna,anna,1,938
1914,flashlight,flashlight,1,986
1915,christian,captainweathers,0,936
1916,jeep,driveway,0,892
1917,damen,and,0,1105
1918,andy,andy,1,935
1919,them,char,0,913
1920,dreaming,dreaming,1,1234
1921,frank,frank,1,974
1922,teria,gaent,0,914
1923,beautiful,beautiful,1,987
1924,risk,risk,1,920
1925,stansbury,stansbury,1,991
1926,net,safety,0,884
1927,ares,ares,1,1047
1928,malcolm,disagree,0,1010
1929,darius,darius,1,1085
1930,council,council,1,1053
1931,bunk,bunk,1,984
1932,kiss,kiss,1,1077
1933,rosalind,madam,0,1037
1934,blake,blake,1,1041
1935,holmes,holmes,1,938
1936,karen,karen,1,1017
1937,blue,blue,1,1034
1938,mouse,mouse,1,906
1939,rachel,rachel,1,922
1940,bill,bill,1,877
1941,box,box,1,1079
1942,bob,bob,1,1063
1943,dee,arriane,0,961
1944,graham,macdun,0,1035
1945,confusing,going,0,889
1946,olivia,olivia,1,1065
1947,herself,herself,1,919
1948,agnes,agnes,1,920
1949,earl,earl,1,1026
1950,monitor,monitor,1,1051
1951,pip,pip,1,1099
1952,katrina,sophie,0,926
1953,eliza,eliza,1,1057
1954,decker,decker,1,972
1955,apartment,apartment,1,1041
1956,lightest,lightest,1,1212
1957,impressed,impressed,1,1130
1958,ella,ella,1,1136
1959,injured,hurt,0,913
1960,erin,iwantedit,0,995
1961,jay,jay,1,980
1962,doll,doll,1,860
1963,howard,howard,1,871
1964,mariuss,mariuss,1,888
1965,pet,stray,0,973
1966,eloisa,elo,0,1053
1967,ares,ares,1,895
1968,dean,harlin,0,993
1969,season,season,1,982
1970,carriage,carriage,1,1043
1971,wards,wards,1,964
1972,nike,lapblood,0,933
1973,gavin,alex,0,974
1974,haven,haven,1,1006
1975,competition,competition,1,1015
1976,mugger,mugger,1,1001
1977,dwight,dwight,1,1136
1978,anne,anne,1,1061
1979,both,discovered,0,996
1980,coach,coach,1,1062
1981,prentice,prentice,1,1005
1982,hank,hank,1,975
1983,jean,jean,1,944
1984,frank,frank,1,922
1985,purse,purse,1,968
1986,sandy,sandy,1,945
1987,horace,horace,1,984
1988,vo,vo,1,1013
1989,isabelle,cory,0,990
1990,question,question,1,949
1991,celia,celia,1,954
1992,theo,the,0,1056
1993,airlock,airlock,1,1105
1994,letter,letter,1,878
1995,blake,blake,1,925
1996,skate,skate,1,968
1997,marcel,marcel,1,1129
1998,roke,joel,0,1145
1999,alice,alice,1,1105
2000,nick,dad,0,1133
2001,martha,martha,1,1050
2002,gabriel,gabriel,1,899
2003,healed,healed,1,995
2004,community,community,1,1098
2005,sidekick,sidekick,1,874
2006,robot,robot,1,1049
2007,sweatshirt,sweatshirt,1,913
